ID,is cracked,oscilation
49626430,1,"['-0.0569538136', '0.0798789685', '0.1533452406', '0.3362016581', '-0.0297790809', '-0.0056296209', '0.3616902138', '-0.1792610238', '-0.1917103663', '-0.3762151625', '-0.1044550743', '0.1622012533', '-0.0948442887', '-0.0340020579', '-0.1237466417', '0.0028696514', '-0.1054592389', '0.0275261657', '-0.0001701313', '-0.0002840505', '0.0001491633', '0.0379013497', '0.0012490759', '-0.0280812845', '-0.0145168906', '-0.0026910130', '-0.0022343140', '0.0206195634', '0.0529982730', '-0.0227513762', '-0.0365402162', '0.1845840147', '0.0240034778', '0.0444631054', '-0.0381597959', '0.0709849575', '0.0812630273', '-0.0163944750', '-0.0048410128', '-0.1592619214', '0.0231170905', '0.0510620728', '0.0013138969', '0.0293101131', '-0.0420921367', '0.0377238524', '0.0567485485', '0.0034261486', '-0.1814301537', '0.2511755488', '0.1539189376', '-0.1373151887', '0.1121241681', '-0.0910134618', '-0.1133087134', '0.0354377028', '-0.3810571561', '0.0581307883', '-0.1043614871', '0.0652450406', '-0.0372460591', '-0.0021462481', '0.0375406579', '0.0404461673', '0.3413878884', '0.2545556125', '-0.5398959701', '0.1015093430', '0.0061688950', '-0.0502395617', '-0.1599071762', '-0.2988514708', '-0.0326767073', '-0.0719294397', '-0.1473450109', '-0.0254546266', '0.0206400386', '0.0008196786', '0.0207260603', '-0.0191874341', '0.0051020946', '-0.0304560576', '-0.0986940251', '0.0075724831', '0.0137029700', '-0.0530722913', '-0.1746002792', '0.0190663628', '0.0074306393', '0.0167092292', '-0.0498332919', '-0.1359440875', '0.0480919416', '0.1281209770', '0.2417623409', '-0.1840392117', '0.1901329379', '0.0473032117', '0.1707836282', '0.0966687406', '0.1200163970', '0.0034083900', '-0.0941574938', '-0.0371066797', '0.1325788551', '-0.0202247346', '-0.0387677822', '-0.0493274532', '0.0312878596', '-0.0030773236', '-0.0397291067', '-0.0674431647', '0.0097951673', '0.1040508270', '0.0762562415', '0.0360950285', '0.0618083700', '-0.2327628202', '0.0909787676', '-0.1865874583', '-0.0347352419', '0.0485194921', '0.0233943646', '-0.0030342168', '0.0127117482', '0.0898279626', '-0.0645655425', '0.2630999787', '-0.2244488055', '-0.0339745986', '0.3397505946', '0.3210838404', '-0.1794263635', '-0.4610795159', '0.1980269803', '-0.0638982867', '0.0281012554', '-0.0008392024', '0.0247108885', '0.0040597846', '-0.0768968824', '0.1640792871', '0.1216975303', '0.0319756175', '-0.0431969935', '0.0753005070', '0.1062877297', '-0.0474239375', '0.0080650340', '-0.0213826080', '0.0794881773', '-0.0063761896', '-0.1374909763', '0.0078764761', '-0.0825040555', '-0.4121151782', '0.2778552067', '-0.0295983720', '0.0619982706', '0.0705876133', '-0.1598597377', '-0.1251839640', '0.2344862758', '-0.1844413805', '-0.1527903361', '0.0975507898', '-0.1394650814', '-0.0578784561', '-0.0176671599', '0.0020698096', '0.0256687748', '0.0147289578', '0.0117098713', '0.0072734791', '-0.1396328805', '-0.0012778923', '0.0230613767', '0.0053220052', '0.0104540383', '0.0165872187', '-0.0209674460', '-0.0037703500', '0.0293799257', '0.0176858491', '0.0055526358', '-0.0796396722', '-0.0184195474', '0.0198689651', '0.0548014916', '0.0656771113', '0.1230735164', '-0.1425600490', '0.1813972353', '-0.1353533123', '0.0359842909', '-0.0740870573', '-0.0496511415', '-0.0173913438', '0.0453913839', '0.0588345948', '-0.0049323060', '-0.0469943167', '-0.1307688866', '0.0475727830', '-0.0746942202', '-0.0012116425', '0.1058445349', '0.0106417338', '-0.0379424608', '0.0433655245', '-0.0640687804', '0.0752392618', '0.0389313041', '0.0714821794', '-0.3041077932', '0.0786398685', '0.0727623748', '-0.1125468370', '0.4515960921', '-0.3035673560', '0.5770251053', '-0.0387949062', '-0.0518278702', '-0.0885888629', '0.0838308094', '-0.1267949326', '0.0226193957', '-0.0223788742', '0.0513854288', '-0.0136008229', '-0.0068943785', '-0.0105260319', '-0.0430640485', '-0.0784169330', '0.0203414223', '-0.0148355680', '-0.0470020987', '0.1166781017', '0.0125784590', '0.0355641679', '-0.0411607736', '-0.0005237042', '0.0344720471', '0.0272952046', '0.0029007156', '0.0076049413', '0.0507191020', '0.0189321499', '-0.0060161613', '0.0026532466', '0.0449988687', '-0.0068357905', '-0.0059403336', '-0.0216288577', '-0.0230653919', '-0.0160051776', '0.0498459796', '-0.0109055543', '0.0231413283', '0.0033156920', '0.0237241011', '-0.0254509693', '-0.0153580624', '-0.0113242034', '-0.0117173406', '0.0531232282', '0.0666490515', '-0.0096548397', '0.0214937106', '0.0000697588', '-0.0277234019', '0.0426183764', '0.0458065010', '-0.1392901927', '0.2279568881', '-0.1015374544', '0.2415399800', '-0.4960706404', '-0.1868447196', '-0.0321816887', '0.0424966728', '-0.4720808942', '-0.0073300685', '-0.1279476506', '-0.0895388757', '-0.0491657989', '-0.0336363133', '-0.0505707737', '-0.0792029664', '0.0135295168', '0.0043584833', '0.0785447419', '0.0413396892', '-0.0146613756', '0.0684548442', '0.0546330916', '-0.0746688250', '0.0064319319', '-0.1221227372', '-0.0643307388', '-0.0092973152', '-0.0014747921', '0.0422369911', '0.0167695353', '-0.0703531236', '0.0118337609', '0.0158170351', '-0.2272261808', '-0.0329566074', '-0.2139296996', '0.0354212614', '-0.0765803081', '-0.0777945424', '-0.0424595265', '-0.0498245087', '0.0043386756', '0.0130158198', '-0.0039667986', '0.0306666378', '0.0947163661', '0.0070456285', '0.0357989634', '0.0127597515', '-0.0748802313', '-0.0302949511', '0.0119745608', '-0.0028745138', '0.0200857622', '-0.0121801656', '0.0419684325', '-0.0102985698', '-0.0667626339', '-0.0690381423', '0.1485321142', '-0.0235900182', '0.0732142601', '0.3209761436', '0.2884772462', '0.1607970444', '-0.4617303347', '-0.1658065506', '-0.6046250986', '0.1143856404', '-0.1637448391', '-0.6088541506', '-0.1053374468', '0.3335952394', '-0.0416621974', '0.0357261200', '0.0334024879', '-0.0281650425', '0.0220587985', '0.0419377086', '-0.0158668273', '0.1372793745', '-0.0372165404', '0.1383570020', '-0.0262351309', '0.0631065070', '0.0179267366', '-0.0049912059', '-0.0082538213', '0.0078947964', '0.0293409013', '-0.1891351906', '-0.0388621824', '-0.1088757506', '0.0873610341', '0.1125394014', '-0.0575009184', '0.0789487200', '-0.1855373411', '-0.0391433006', '0.0836744870', '-0.0472365646', '-0.0936705670', '-0.0059356366', '0.0022388487', '-0.0472609365', '-0.0137968170', '0.0464008187', '0.1501759022', '0.0764015697', '0.0382854889', '0.0062550747', '0.2150770523', '-0.0848276560', '-0.0148334896', '-0.0876465415', '0.0668667374', '-0.1546475480', '-0.0448291765', '0.0131042059', '0.0701913666', '0.0530855142', '0.0658880007', '-0.1271604995', '-0.0511611038', '-0.0347125933', '-0.1412134119', '0.2236957495', '-0.0216418952', '-0.2276455290', '-0.0849186377', '0.0296428768', '-0.2625796330', '0.1100648511', '-0.1951574175', '-0.0006071254', '-0.0439598995', '0.0465184205', '-0.0071454690', '-0.0267160379', '0.0572551245', '-0.0956730126', '0.0698334383', '-0.0153489722', '-0.0524792708', '0.0645088580', '-0.1879085746', '0.0142780057', '-0.0091001865', '-0.0038725106', '-0.0241640025', '-0.0438850031', '-0.0062761122', '-0.0024115791', '-0.0070773865', '0.1586651715', '0.2830016533', '-0.2817232593', '-0.4222136876', '0.2516765627', '0.0680514326', '0.2031703373', '0.0869929531', '-0.0377488998', '-0.0015865083', '-0.0054113869', '-0.0417974174', '0.0081110978', '-0.0047621962', '-0.2032846234', '0.3253464920', '0.0662776317', '-0.0919076200', '0.3106472433', '0.0333163531', '0.1011305444', '-0.0566430366', '0.0936011866', '-0.1438129037', '-0.2105444207', '0.0233136185', '-0.0583400736', '0.0511831066', '0.0111804287', '-0.0754291272', '-0.0265969091', '-0.1533196544', '0.0402651488', '0.0805437665', '-0.1352749024', '0.0605900862', '-0.0376630685', '-0.0992409913', '0.0368300222', '-0.0345608691', '-0.0915255943', '-0.0589764633', '-0.0846979740', '0.1103333555', '-0.0040620584', '0.0344597408', '-0.0053740903', '0.0554155029', '-0.0149992399', '0.0084768862', '0.0225442688', '0.0112846671', '-0.0412161218', '0.0002291988', '0.0130723902', '-0.0320469713', '-0.0733845415', '-0.1447986644', '-0.0567389805', '0.0934350072', '-0.1803154773', '-0.1504631101', '-0.0622533715', '0.1050859524', '0.2187406740', '0.0671571931', '-0.2441188253', '0.0379319899', '0.0549829431', '0.0785359186', '-0.0135633345', '0.0356810942']"
49626432,0,"['0.0000000000', '0.2672740409', '0.5299607864', '0.5734313616', '0.9765318285', '0.8327470294', '0.7589584060', '0.9363406937', '0.7161683353', '0.6861711158', '0.4631115700', '0.5462727257', '0.3661507715', '0.2815531483', '0.3994331932', '0.4854169154', '0.4349111890', '0.4842585616', '0.6581967859', '0.7274958128', '0.8680864332', '0.9118764081', '0.9630470389', '1.0512774446', '0.9638417775', '1.4656633710', '1.8416544597', '1.6931395127', '1.6537341528', '1.8201243912', '1.4710896969', '1.7744921226', '1.8601657927', '1.8183847100', '2.2456615761', '1.8905272541', '2.2512476934', '1.9642592361', '1.3139233373', '1.5908728286', '1.4430549087', '0.9343249435', '1.0911427327', '0.6866828682', '0.5196150703', '0.4829549638', '0.3828550506', '0.6179483002', '0.7481429292', '0.7061692772', '0.9169625726', '0.9762094093', '1.1103590988', '0.9919596633', '1.0362637339', '0.6252204967', '0.6368285360', '0.5016523774', '0.3499260934', '0.0152809206', '-0.1599334398', '-0.3878964892', '-0.5987042260', '-0.7625184700', '-0.9643241290', '-0.9674496434', '-1.0127098739', '-1.0656545270', '-1.4832563218', '-1.2641434155', '-1.1922573536', '-1.0549307601', '-1.0762621823', '-1.0546691979', '-1.2583793887', '-1.1142480041', '-1.1007040580', '-0.9953301767', '-1.2676934057', '-1.3574039906', '-0.7768269437', '-0.9184290200', '-1.1165057008', '-0.7932283722', '-0.8233001019', '-0.9274389299', '-0.8813160609', '-0.9983509840', '-1.2967702803', '-1.2291952540', '-1.5256226661', '-1.9568864587', '-1.4973585405', '-1.8806666873', '-1.8059181680', '-1.8942067826', '-2.1093380745', '-1.0952176451', '-1.3005114573', '-1.0512917145', '-0.7953042022', '-0.6975849633', '-0.6844487470', '-0.5845224912', '-0.4581218189', '-0.5944366941', '-0.6352631552', '-0.6668203231', '-0.9294284001', '-1.0291457698', '-0.8957781543', '-1.0639249597', '-0.8243128973', '-1.0606795104', '-0.6792523242', '-1.0282421531', '-1.0914192000', '-0.9111114705', '-0.8939053810', '-0.9078912083', '-0.5025000771', '-0.3555352076', '-0.5585732773', '-0.3100472823', '-0.1976237534', '-0.0460110083', '0.1147563639', '0.2767328715', '0.4855659283', '0.6291942912', '0.7535366503', '1.2573514358', '1.2461781314', '1.6198032333', '1.6212024844', '1.5161253483', '1.4778696146', '1.6407671845', '1.5896100954', '1.4120645492', '0.9125316668', '1.0785995782', '0.6981662887', '0.7295043283', '0.6107367585', '0.9392763992', '1.2146724062', '1.1243040055', '1.6085318198', '1.5506415967', '2.2624078014', '2.0475225795', '1.8772327203', '2.3986695499', '2.0905856922', '2.1180969836', '1.5560666327', '1.8769945672', '1.3636676490', '1.0685191890', '0.8820774451', '1.4370125054', '0.9543324745', '0.8507798608', '0.3401384214', '0.5949626581', '0.4774954302', '0.4359804110', '0.2976490216', '0.2926755340', '0.1447427215', '0.1490437142', '0.1112777652', '0.0587791743', '0.0303333456', '0.0313651889', '0.0468290479', '0.1005529229', '0.1753683238', '0.1691164254', '0.2617451833', '0.3991569207', '0.2945315871', '0.3526090827', '0.3914123359', '0.3251041916', '0.0994120295', '-0.1764945246', '-0.4204099817', '-0.5346638415', '-0.8452562532', '-1.1493850665', '-1.7596958110', '-1.5510052038', '-1.3500969698', '-1.3313683279', '-1.3512613146', '-1.0991067348', '-0.9226285073', '-0.6520560474', '-0.7747885180', '-0.4273048455', '-0.6189022884', '-0.6734828874', '-0.8539007414', '-0.8570792737', '-0.7809086057', '-1.1620508715', '-1.2387597066', '-1.6527320512', '-1.0103213460', '-1.4107945468', '-1.7015384495', '-1.9414059809', '-1.9618111255', '-1.7768770319', '-2.2654262488', '-2.3571924733', '-1.9494934129', '-1.6854272724', '-1.9748372186', '-2.1570831031', '-2.0707951894', '-1.8737354088', '-1.8985861800', '-1.5802188470', '-1.5139707167', '-1.2803353957', '-1.1423484653', '-0.6774785643', '-0.6379554879', '-0.3447658544', '-0.1218037256', '-0.0273877470', '0.0245633394', '-0.0047157353', '-0.1100815016', '-0.2643256555', '-0.3579450776', '-0.5103080319', '-0.6019526503', '-0.7103152316', '-0.4797409686', '-0.3391797107', '-0.2683834918', '0.0428136184', '0.2913719358', '0.5415835871', '0.8789268391', '1.1887511541', '0.7304826653', '1.4633770697', '1.7868500686', '1.5369885118', '1.2803032161', '1.4927346476', '1.4565754682', '1.5341055584', '0.8669407289', '1.1957681269', '1.1114127342', '1.1556136092', '1.0975464274', '1.1729911188', '1.4089031583', '1.0633844831', '0.9506636799', '0.9148117836', '1.0978333567', '0.9647178837', '0.9571524902', '0.8751548268', '1.0632430973', '0.9013318890', '0.8059844928', '0.7710703955', '1.1858632492', '1.2603869942', '1.1142590265', '1.5145692326', '1.3500796314', '1.8473100541', '2.0200786815', '1.7564103677', '1.6820774398', '1.6882890702', '1.3105333630', '1.0021318582', '0.7040919495', '0.3102802120', '0.3315492227', '0.2234789099', '0.1695967837', '0.2293551623', '0.3084596878', '0.3900255778', '0.4251848128', '0.6348112848', '0.5937110223', '0.6558407766', '0.7507356200', '0.6993574872', '0.6616210750', '0.6185251822', '0.4520961147', '0.3192658603', '0.1752072929', '0.1127288500', '-0.0342200891', '-0.1836475062', '-0.2756167201', '-0.4206901434', '-0.6590367555', '-0.7767659711', '-0.7673187484', '-0.6650630980', '-1.0481221514', '-1.2283094409', '-1.6042798453', '-1.7818260610', '-1.6665474574', '-1.8366399692', '-1.6041358029', '-1.7724098169', '-2.2359622291', '-1.5842940281', '-1.5777245237', '-1.4788346871', '-1.3503237953', '-1.2251227119', '-1.0148518764', '-0.8967706189', '-0.8449245242', '-0.9104705609', '-1.2246512705', '-1.0094865653', '-1.3915034441', '-2.1960129776', '-1.9362484164', '-1.7818858842', '-1.5555702381', '-1.5805138072', '-1.5851662846', '-1.4353253525', '-1.2590057818', '-1.0922431626', '-0.8036171255', '-0.6643712229', '-0.6802730010', '-0.5468872901', '-0.3849018346', '-0.2195159393', '-0.1917049858', '-0.0940276215', '-0.0107750308', '0.0606230770', '0.1042907998', '0.1566085689', '0.1770763517', '0.2325518896', '0.2320645015', '0.2864728982', '0.2701303225', '0.1877548953', '0.2529637158', '0.2602367055', '0.1599779244', '0.1192245989', '0.0718827616', '0.0309866817', '0.0241870159', '0.0335626463', '0.0932569208', '0.1685572575', '0.3538490737', '0.5176588891', '0.8122698938', '1.0471575824', '1.3595620686', '1.3398703903', '1.8623975445', '1.4850713672', '2.3272420440', '1.7725552589', '1.6257549015', '1.3072392969', '1.1775166473', '1.0083411807', '0.4674562470', '0.9453376095', '1.1926942170', '0.9502849295', '1.0344559784', '1.2588299989', '1.4309542334', '1.9288057200', '0.8210713886', '1.3273643404', '1.6269200468', '2.1656548701', '1.6511765846', '2.0000112294', '1.8038691727', '1.6617998837', '1.9252805460', '1.5573870805', '1.8509678722', '1.9497314671', '2.0793851152', '1.2589022737', '1.4454323715', '1.3041106239', '1.1378852895', '0.8576319010', '0.9084301231', '0.6210566256', '0.4740907685', '0.3224970711', '0.0163857786', '-0.1851669898', '-0.2967567705', '-0.4182767420', '-0.6150541539', '-0.4213705980', '-0.3947474400', '-0.3275970483', '-0.1615578863', '-0.0425754077', '0.0724783728', '0.1145582638', '0.0776833442', '-0.0450213300', '-0.2815216652', '-0.4753865528', '-0.7881327003', '-0.8278578899', '-1.2412088217', '-1.4472201436', '-1.5343532768', '-1.7445422279', '-2.0744976788', '-1.5994377536', '-1.9500771091', '-1.5775469281', '-1.4956423125', '-1.4648221271', '-1.5065052432', '-1.3071331927', '-0.9443032725', '-1.1593433202', '-1.2748531551', '-0.9637007724', '-1.1701339267', '-0.9250125568', '-0.9630611342', '-0.8070313838', '-0.8981057684', '-0.6908723618', '-0.7695963866', '-0.5411413348', '-0.7800777498', '-0.8765796973', '-0.7197836813', '-1.0464600992', '-0.9471718360', '-0.8007882426', '-1.6553877735', '-1.5054584357', '-1.8853207066', '-1.1568420927', '-1.4864051251', '-1.3440022740', '-1.0472230287', '-1.1942175649', '-0.9563417165', '-0.6081288850', '-0.3530897042', '-0.0352056945', '0.1731511908', '0.2858256601', '0.3667653471', '0.3361143360', '0.1812087090', '0.0739691100', '-0.0854254693', '-0.1742415761', '-0.1465882873', '-0.2904877069', '-0.2658550620', '-0.1200362142', '-0.0875115187', '0.0411674982', '0.1976838722', '0.3701293619', '0.5184996173', '0.5155260467', '0.8148627733', '1.0101023713', '1.0982674729', '1.0142018638']"
49626434,0,"['0.0000000000', '-0.0964849484', '-0.0869358637', '-0.3353140117', '0.2520101118', '0.0138071242', '0.1131224587', '0.1460589463', '0.0832106218', '0.0110257022', '0.0360073702', '0.0037349540', '-0.0005236745', '-0.0461050694', '0.0013678948', '0.0755002459', '0.0689099208', '0.0643942028', '0.0595008740', '-0.0132282740', '-0.0290817464', '-0.0086309503', '-0.0018246373', '0.0009492761', '0.0078661287', '0.0829017209', '-0.0571915515', '0.0638676087', '0.3220367160', '-0.1322186228', '-0.4155959874', '-0.0088306650', '0.0228752687', '-0.0981818078', '-0.4687869289', '-0.0256724817', '0.0907400302', '0.2417582662', '-0.4740634683', '0.1105391035', '-0.0572122365', '0.0009089127', '-0.0771086815', '-0.0011661632', '-0.0044374975', '0.0342644237', '0.0046733511', '-0.0902490778', '-0.1820602767', '0.3994410405', '0.0134580004', '-0.1734498436', '0.0657029902', '0.0825461701', '0.3165998552', '0.1422572120', '0.2045002215', '-0.4642917570', '-0.1452822441', '-0.1348366332', '-0.0389199376', '-0.0708952579', '0.1395086166', '-0.0065632337', '0.0156667674', '-0.0105258796', '0.0898485021', '-0.0014979773', '-0.0938021487', '0.0509924005', '0.0625530278', '0.0701381712', '-0.2109695483', '-0.0316214264', '0.2280576674', '0.4429581619', '0.1696413063', '0.0703377317', '0.0192657785', '-0.0026169968', '0.0152433255', '0.0079745761', '-0.0002620293', '-0.0262774451', '-0.1200892046', '0.0297069826', '0.1564869469', '-0.2068271588', '0.3027431497', '0.0813064826', '0.0107443614', '0.0612336172', '0.4313000485', '0.1031123478', '-0.0080961541', '0.2122963762', '0.1744225410', '0.2040929007', '-0.1026930947', '0.0071682285', '0.0438876251', '-0.2986426134', '-0.1013858994', '-0.0751082317', '0.0572405209', '0.0153588126', '0.0007478143', '0.0067616766', '0.0065262370', '0.0361092186', '0.0064596010', '-0.0139430488', '-0.0851439732', '0.0198384309', '0.0034841186', '0.2080249306', '-0.0415203903', '0.1240053522', '-0.5812875876', '-0.0607001903', '0.1266417246', '0.0220763304', '0.0113340840', '-0.0023223529', '0.0132751092', '-0.1900278169', '0.1258505905', '-0.0565066347', '0.2850121758', '-0.1110826024', '-0.3352765896', '-0.0741849918', '0.0753798852', '0.0042476350', '0.0683150403', '-0.0297648028', '-0.0489900838', '0.0462975853', '0.0036210510', '0.0038419274', '-0.0006435908', '0.0301599987', '-0.0106779730', '-0.0000728005', '0.0022639434', '0.0128300235', '-0.0217877224', '-0.0168731004', '-0.0067012966', '0.0056158223', '0.0005590411', '-0.0334002106', '0.1787843761', '0.0970180332', '0.0108302661', '0.3522787440', '0.8770917085', '-0.3552877119', '-0.1304493817', '-0.2267482654', '0.3975255785', '-0.5470509256', '0.1110214938', '0.0209559846', '-0.0005080764', '0.0215510140', '0.0186409732', '-0.0009899888', '-0.0218574136', '0.0199717699', '-0.2086093480', '0.1482869324', '-0.1593423787', '0.2955364656', '-0.1111200541', '-0.1958495608', '-0.6219191253', '-0.0562518461', '-0.2623431311', '0.1061282880', '-0.0372736903', '-0.2557195490', '0.3081345030', '0.0915392242', '-0.0016298586', '0.0708901227', '-0.0016288440', '-0.2855832900', '0.0774026692', '0.0838358876', '-0.0015072583', '-0.0055518565', '-0.0899660957', '0.4142513629', '0.2070833000', '-0.2082101170', '0.2381139168', '0.0924772357', '-0.2732522036', '0.0674141885', '-0.0602199536', '-0.0014435198', '-0.0295958558', '-0.0102033342', '0.0486492342', '-0.0020083652', '-0.0040680070', '0.0330627201', '-0.0830617582', '0.1117604793', '0.2011496566', '0.1749474407', '0.6638141029', '-0.3233841968', '-0.1269571278', '0.0206382074', '-0.4678457003', '-0.0099923722', '-0.2873308716', '0.1412757698', '-0.2313427630', '0.0168079291', '0.1319442911', '0.3699819915', '-0.0483781325', '0.0323400214', '0.3293739181', '0.1260470559', '0.1678536134', '0.1058076554', '-0.1079253996', '-0.0202413972', '0.0161247701', '0.0101966987', '-0.0486929190', '0.0166193843', '-0.0311410397', '0.0421611878', '0.0534143595', '0.0220307275', '-0.1217996906', '-0.1599207214', '0.0974883990', '-0.2499383527', '0.1971314726', '0.0554237348', '0.0031297223', '0.0129452763', '0.0733221035', '0.1302499308', '-0.0937813458', '-0.0938043777', '0.0307347595', '0.0547596107', '0.3172232529', '-0.4222147111', '-0.3338759395', '-0.1618435030', '0.3697488192', '0.1054644979', '0.0176487505', '-0.2820472095', '-0.0348040014', '0.1086327730', '-0.1463578761', '0.0341688796', '-0.0256573637', '0.0516826441', '0.0040071913', '0.0051024853', '-0.0077218139', '-0.0074590868', '-0.0119007364', '0.0002331463', '-0.0167986244', '-0.1669948726', '0.0572881775', '0.0371185120', '0.2861287083', '-0.1154657869', '0.2338641993', '0.4324314446', '-0.4511006651', '-0.2082015023', '-0.3811200624', '-0.0598555144', '-0.1235690801', '-0.0132428307', '-0.0060631973', '-0.0646571945', '0.0176386279', '-0.0187358132', '0.0025562300', '-0.0020488540', '-0.0126674693', '-0.0212784252', '-0.0481624657', '0.0764173233', '0.0662175008', '0.0093969326', '-0.0487290590', '-0.0798017850', '0.1679214464', '-0.0160338116', '-0.1229466814', '0.2472657188', '-0.0491395476', '0.2867825255', '0.0161516599', '-0.0152755376', '0.1497267123', '0.0247494230', '-0.3189121877', '-0.0007708287', '-0.0042620382', '-0.0260515964', '-0.0613827191', '-0.2134523828', '-0.0039638801', '0.1061482092', '0.1596725050', '-0.0183471888', '-0.1291095785', '-0.0580401594', '0.0008765716', '-0.0118337021', '-0.0433310501', '-0.0557836459', '0.0047260681', '0.0088095553', '0.0475635434', '-0.0771176028', '0.1065536238', '-0.1230996037', '-0.1917618091', '0.0224148197', '-0.0808930160', '0.0807246469', '0.0568379859', '-0.3541170509', '-0.1692614596', '-0.1508320153', '0.2428850531', '0.7040953593', '-0.1326696113', '-0.2301701685', '-0.4419666380', '-0.2409487472', '-0.0717487413', '0.1223817708', '-0.2545346897', '-0.2163630346', '0.0085541852', '-0.0472984819', '0.0009184692', '0.0011624965', '0.0435089735', '-0.0384311125', '0.0661441801', '0.0002593213', '0.0325202642', '-0.1579585297', '0.0067614642', '0.1100117300', '-0.2353353091', '-0.2543819182', '-0.4198331589', '-0.1085005934', '0.0701430545', '-0.2656709606', '-0.0626963119', '0.0085541333', '-0.0110767558', '-0.0039644125', '0.0339184145', '-0.0584283726', '0.0077164109', '0.1208870445', '0.1883393025', '-0.3628301584', '0.0564831019', '0.4800328297', '-0.0169209107', '-0.1023219589', '-0.2711095906', '-0.1661424347', '0.0184565890', '-0.1439884595', '0.3720282646', '-0.1219092279', '-0.1697898339', '-0.0137073664', '-0.0445277006', '0.0048579707', '0.0029766697', '-0.0471654005', '0.0017092926', '-0.0649069070', '0.1045982290', '0.1334858624', '-0.3155683592', '-0.2774176324', '-0.1497956784', '-0.4674793208', '0.0128993815', '0.2054889572', '0.3639277326', '0.1028007355', '0.2147577394', '0.0432643308', '0.0213087072', '-0.0303378545', '0.0246548578', '-0.0008577676', '0.0057836778', '0.0182367109', '0.0698267555', '-0.0017306474', '-0.0014751825', '-0.0360380843', '-0.0053999704', '-0.0100943303', '0.0149186341', '0.0151410268', '0.0432185064', '-0.0518684480', '-0.0041024286', '-0.0419465246', '0.0187058741', '0.0390485818', '0.0825171723', '-0.3040822365', '0.0621549480', '-0.0978270063', '0.0423022211', '-0.2147662567', '-0.0890414261', '0.0014740929', '-0.1143282507', '-0.0462209610', '0.2357119926', '0.1811500900', '0.1316027668', '-0.1220675311', '0.1442167578', '-0.1600032047', '-0.0022157592', '-0.0351173785', '-0.0047529245', '-0.0801636129', '0.0408480512', '-0.0514128332', '0.0261755866', '0.0354022502', '0.0131559565', '-0.0252433741', '0.0009511567', '0.0354996328', '0.0249759791', '-0.0343101893', '0.0767268969', '0.0102957454', '0.1139679110', '0.0504142183', '-0.0100384249', '-0.0529977198', '-0.1061239905', '0.2769108598', '-0.4424617223', '-0.1888383573', '0.0945226391', '0.2594372171', '0.5748080654', '0.0334878090', '0.0479962911', '0.0968037073', '0.0960141220', '0.0252631480', '0.0015124240', '-0.0168256129', '-0.0107987997', '0.0124958773', '-0.0048884186', '-0.0640050863', '0.2183157283', '0.1798241718', '0.1256713358', '-0.0900365463', '-0.1854941315', '-0.3318880684', '-0.0566137980', '-0.0255061432', '-0.1879013558', '-0.0104576550', '-0.3451430836', '0.0373889450', '0.1182174078', '0.0127108957', '-0.0183182605', '-0.0004920936']"
